id,name,distance,moving_time,type,average_speed,start_date,total_elevation_gain,gear_id,average_heartrate,elapsed_time,kilojoules,calories,average_cadence,average_watts,weighted_average_watts,sport_type
226584523,"08/26/2014 Midland, Michigan",0.0,2.0,Ride,0.0,2014-08-27 02:25:48+00:00,0.0,b1683032,0.0,2.0,,,,,,Ride
226584541,"08/28/2014 Midland, Michigan",52777.9,6804.0,Ride,7.757,2014-08-28 22:32:55+00:00,24.3,b1683032,153.9,6856.0,,,,,,Ride
226584545,"08/29/2014 Midland, Michigan",56951.7,7768.0,Ride,7.332,2014-08-29 21:51:50+00:00,23.5,b1683032,152.7,8313.0,,,,,,Ride
226584555,"09/02/2014 Midland, Michigan",52832.5,6964.0,Ride,7.587,2014-09-02 22:32:08+00:00,23.4,b1683032,142.5,7004.0,,,,,,Ride
226584551,"09/04/2014 Midland, Michigan",36305.7,5213.0,Ride,6.964,2014-09-04 21:32:08+00:00,13.5,b1683032,125.8,5853.0,,,,,,Ride
226584562,"09/06/2014 Midland, Michigan",97361.9,13948.0,Ride,6.98,2014-09-06 14:01:57+00:00,67.3,b1683032,157.4,15074.0,,,,,,Ride
226584554,"09/07/2014 Midland, Michigan",68162.5,9373.0,Ride,7.272,2014-09-07 11:36:53+00:00,24.0,b1683032,147.5,9373.0,,,,,,Ride
226584553,"09/08/2014 Midland, Michigan",47697.2,7821.0,Ride,6.099,2014-09-08 21:59:39+00:00,23.6,b1683032,135.3,10527.0,,,,,,Ride
226584550,"09/11/2014 Midland, Michigan",44073.9,6205.0,Ride,7.103,2014-09-11 22:34:27+00:00,23.7,b1683032,141.4,80750.0,,,,,,Ride
226584574,"09/13/2014 Midland, Michigan",102098.0,14526.0,Ride,7.029,2014-09-13 12:25:20+00:00,68.0,b1683032,150.0,15334.0,,,,,,Ride
226584569,"09/14/2014 Midland, Michigan",119201.0,16488.0,Ride,7.23,2014-09-14 12:22:11+00:00,84.0,b1683032,144.9,22453.0,,,,,,Ride
226584548,"09/16/2014 Midland, Michigan",65139.1,8580.0,Ride,7.592,2014-09-16 20:37:34+00:00,23.9,b1683032,140.6,8845.0,,,,,,Ride
226584552,"09/18/2014 Midland, Michigan",64137.9,8524.0,Ride,7.524,2014-09-18 21:04:51+00:00,23.7,b1683032,133.7,8627.0,,,,,,Ride
226584544,"09/19/2014 Midland, Michigan",43589.0,5596.0,Ride,7.789,2014-09-19 22:10:49+00:00,24.8,b1683032,139.7,5623.0,,,,,,Ride
226584535,"09/20/2014 Midland, Michigan",40.6,10.0,Ride,4.06,2014-09-20 11:37:38+00:00,0.0,b1683032,99.0,10.0,,,,,,Ride
226584561,"09/20/2014 Midland, Michigan",128092.0,18124.0,Ride,7.068,2014-09-20 11:38:02+00:00,84.4,b1683032,137.1,18309.0,,,,,,Ride
226584577,"09/27/2014 Frankenmuth, Michigan",147046.0,18890.0,Ride,7.784,2014-09-27 11:49:18+00:00,323.6,b1683032,147.7,25372.0,,,,,,Ride
226584559,"09/28/2014 Frankenmuth, Michigan",152942.0,19957.0,Ride,7.664,2014-09-28 11:40:05+00:00,110.1,b1683032,136.9,35074.0,,,,,,Ride
226584564,"10/01/2014 Midland, Michigan",43549.6,5908.0,Ride,7.371,2014-10-01 19:08:40+00:00,23.7,b1683032,120.9,6235.0,,,,,,Ride
226584570,"10/03/2014 Midland, Michigan",37807.1,6674.0,Ride,5.665,2014-10-03 20:21:29+00:00,0.0,b1683032,123.5,12764.0,,,,,,Ride
226584572,"10/07/2014 Midland, Michigan",66077.1,8422.0,Ride,7.846,2014-10-07 21:33:00+00:00,24.5,b1683032,140.8,8582.0,,,,,,Ride
226584571,"10/10/2014 Midland, Michigan",82446.3,10823.0,Ride,7.618,2014-10-10 18:45:43+00:00,35.1,b1683032,139.1,12847.0,,,,,,Ride
226584560,"10/23/2014 Midland, Michigan",43225.0,5411.0,Ride,7.988,2014-10-23 21:43:38+00:00,23.5,b1683032,157.5,5609.0,,,,,,Ride
226584563,"10/25/2014 Midland, Michigan",69446.1,9172.0,Ride,7.572,2014-10-25 16:10:23+00:00,23.5,b1683032,158.8,9594.0,,,,,,Ride
226584567,"10/26/2014 Midland, Michigan",90143.1,12045.0,Ride,7.484,2014-10-26 14:19:13+00:00,63.9,b1683032,146.7,13254.0,,,,,,Ride
226584549,10/26/2014,0.0,3.0,Ride,0.0,2014-10-26 19:33:47+00:00,0.0,b1683032,79.0,3.0,,,,,,Ride
226583255,"11/01/2014 Midland, Michigan",82515.5,10917.0,Ride,7.558,2014-11-01 18:45:37+00:00,33.8,b1683032,148.3,10992.0,,,,,,Ride
226583252,"11/02/2014 Midland, Michigan",32284.7,3824.0,Ride,8.443,2014-11-02 22:03:43+00:00,11.5,b1683032,150.5,3856.0,,,,,,Ride
226583253,"11/09/2014 Midland, Michigan",73347.6,10366.0,Ride,7.076,2014-11-09 15:27:39+00:00,34.0,b1683032,135.9,10594.0,,,,,,Ride
227255937,"12/06/2014 Midland, Michigan",68283.0,9248.0,Ride,7.384,2014-12-06 15:32:37+00:00,35.0,b1683032,140.5,105518.0,2157.9,,,233.3,,Ride
229470201,"12/14/2014 Midland, Michigan",26092.9,3687.0,Ride,7.077,2014-12-14 16:00:19+00:00,29.4,b1683032,140.3,17875.0,810.8,,,219.9,,Ride
229470973,Adding missing data,16093.4,1500.0,Ride,10.729,2014-12-14 18:00:00+00:00,0.0,b1683032,,1500.0,,,,,,Ride
231248246,"12/20/2014 Midland, Michigan",54847.0,7230.0,Ride,7.586,2014-12-20 20:07:45+00:00,23.7,b1683032,143.8,7400.0,1768.1,,,244.6,,Ride
233174976,"12/26/2014 Midland, Michigan",66953.7,8863.0,Ride,7.554,2014-12-26 16:32:26+00:00,22.7,b1683032,148.7,8967.0,2153.3,,,243.0,,Ride
248846629,Hilly West Monroe,50749.9,6926.0,Ride,7.327,2015-01-31 16:05:16+00:00,81.0,b1683032,154.8,7601.0,1775.7,,,256.4,,Ride
248736255,"01/31/2015 Monroe, Louisiana",15272.7,1932.0,Ride,7.905,2015-01-31 21:51:52+00:00,0.0,b1683032,166.7,2795.0,515.1,,,266.6,,Ride
250149743,"02/03/2015 Monroe, Louisiana",23639.0,2810.0,Ride,8.412,2015-02-03 23:22:10+00:00,0.0,b1683032,160.2,2879.0,850.9,,,302.8,,Ride
270968079,"03/19/2015 Midland, Michigan",43436.9,5643.0,Ride,7.697,2015-03-19 22:23:30+00:00,23.8,b1683032,141.1,5725.0,1418.8,,,251.4,,Ride
271455785,Afternoon Ride,44594.9,6109.0,Ride,7.3,2015-03-20 21:00:00+00:00,0.0,b1683032,,6109.0,,,,,,Ride
272622252,Afternoon walk,2392.9,1941.0,Walk,1.233,2015-03-22 21:48:41+00:00,0.0,,,1966.0,,,,,,Walk
272849708,Morning Ride,6091.6,831.0,Ride,7.33,2015-03-23 12:57:23+00:00,10.8,b1683032,,1035.0,207.9,,,250.2,,Ride
273080455,Afternoon Ride,5744.5,755.0,Ride,7.609,2015-03-23 21:08:22+00:00,10.8,b1683032,,813.0,196.9,,,260.8,,Ride
273634382,"03/24/2015 Midland, Michigan",43585.0,5703.0,Ride,7.642,2015-03-24 21:58:05+00:00,21.7,b1683032,137.2,5703.0,1433.3,,,251.3,,Ride
275899975,Midland to Sanford,53623.3,7175.0,Ride,7.474,2015-03-29 13:50:00+00:00,0.0,b1683032,,7175.0,,,,,,Ride
277713403,"04/01/2015 Midland, Michigan",62239.2,8008.0,Ride,7.772,2015-04-01 21:57:38+00:00,23.1,b1683032,149.7,8099.0,2045.2,,,255.4,,Ride
279257856,"04/04/2015 Midland, Michigan",77919.7,10427.0,Ride,7.473,2015-04-04 15:58:34+00:00,34.5,b1683032,147.6,11279.0,2488.1,,,238.6,,Ride
283366046,"04/11/2015 Midland, Michigan",60584.2,8060.0,Ride,7.517,2015-04-11 14:15:25+00:00,37.6,b1683032,153.0,9976.0,1992.2,,,247.2,,Ride
284164960,"04/12/2015 Midland, Michigan",103312.0,14492.0,Ride,7.129,2015-04-12 13:50:04+00:00,62.0,b1683032,150.1,14850.0,3158.5,,,217.9,,Ride
287361038,Da Ford Loop,43131.8,5322.0,Ride,8.104,2015-04-17 20:42:21+00:00,23.9,b1683032,153.2,5414.0,1458.6,,,274.1,,Ride
288616917,Exploration ride.  Easy 40,65183.4,8874.0,Ride,7.345,2015-04-19 13:54:49+00:00,23.7,b1683032,140.7,9280.0,2095.7,,,236.2,,Ride
291923739,"04/24/2015 Midland, Michigan",52743.2,6622.0,Ride,7.965,2015-04-24 21:54:21+00:00,24.3,b1683032,158.6,6685.0,1737.0,,,262.3,,Ride
292456776,"04/25/2015 Midland, Michigan",39038.2,4611.0,Ride,8.466,2015-04-25 17:26:17+00:00,10.5,b1683032,153.8,9687.0,1336.1,,,289.8,,Ride
292459215,Afternoon Ride,32186.9,4500.0,Ride,7.153,2015-04-25 19:20:00+00:00,0.0,b1683032,,4500.0,,,,,,Ride
294547393,"04/28/2015 Midland, Michigan",48292.0,6238.0,Ride,7.742,2015-04-28 22:38:32+00:00,23.7,b1683032,139.1,6260.0,1572.7,,,252.1,,Ride
304750927,Giant Demo days,14748.1,1749.0,Ride,8.432,2015-05-04 20:08:45+00:00,0.0,b1683032,,1858.0,514.1,,42.0,294.0,,Ride
304750925,Giant Demo Days,12750.3,1558.0,Ride,8.184,2015-05-04 20:48:59+00:00,0.0,b1683032,,1581.0,439.0,,,281.8,,Ride
304750930,"05/04/2015 Midland, Michigan",3532.7,749.0,Ride,4.717,2015-05-04 21:30:57+00:00,0.0,b1683032,,772.0,93.8,,,125.2,,Ride
304754690,Cutting Grass,1909.5,2673.0,Walk,0.714,2015-05-13 21:34:49+00:00,0.0,,,3430.0,,,,,,Walk
304757124,Evening Swim,3218.7,3600.0,Swim,0.894,2015-05-14 00:40:00+00:00,0.0,,,3600.0,,,,,,Swim
304751826,"05/14/2015 Midland, Michigan",11459.1,1275.0,Ride,8.988,2015-05-14 21:37:43+00:00,0.0,b1683032,154.2,5653.0,408.1,,,320.1,,Ride
304755564,Evening Ride,32186.9,4140.0,Ride,7.775,2015-05-15 00:40:00+00:00,0.0,b1683032,,4140.0,,,,,,Ride
305783889,"05/16/2015 Midland, Michigan",49861.4,6401.0,Ride,7.79,2015-05-16 13:03:37+00:00,24.0,b1683032,151.2,6416.0,1638.3,,,255.9,,Ride
306749126,"05/17/2015 Midland, Michigan",60636.0,7803.0,Ride,7.771,2015-05-17 19:07:03+00:00,24.6,b1683032,153.7,7919.0,1995.6,,,255.7,,Ride
309370519,Morning Ride to work,6254.0,864.0,Ride,7.238,2015-05-22 11:10:32+00:00,12.5,b1683032,,881.0,220.2,,,254.9,,Ride
309546750,Lunch Activity,6292.5,1494.0,Workout,4.212,2015-05-22 16:48:42+00:00,10.7,,,1781.0,,,,,,Workout
309722685,"05/22/2015 Midland, Michigan",48775.2,6030.0,Ride,8.089,2015-05-22 22:26:18+00:00,24.3,b1683032,148.5,6030.0,1634.9,,,271.1,,Ride
310968492,"05/24/2015 Midland, Michigan",101722.0,13302.0,Ride,7.647,2015-05-24 12:51:33+00:00,66.9,b1683032,,13501.0,3255.8,,,244.8,,Ride
311753028,"05/25/2015 Midland, Michigan",8258.7,1054.0,Ride,7.836,2015-05-25 19:07:38+00:00,11.6,b1683032,132.0,1054.0,274.9,,,260.8,,Ride
311927051,"05/25/2015 Midland, Michigan",40009.4,5061.0,Ride,7.905,2015-05-25 22:23:40+00:00,13.2,b1683032,142.5,13893.0,1332.5,,,263.3,,Ride
314438020,"05/29/2015 Midland, Michigan",66081.5,8607.0,Ride,7.678,2015-05-29 19:39:08+00:00,23.9,b1683032,155.1,9362.0,2150.5,,,249.9,,Ride
315026265,power cycles for 25,41650.1,5519.0,Ride,7.547,2015-05-30 13:10:53+00:00,23.9,b1683032,133.5,5650.0,1352.4,,,245.0,,Ride
